date,team1,team2,winner,elo_diff,elo_diff_sq,team1_recent_winrate,team2_recent_winrate,head_to_head,venue_winrate_team1,t1_bat_score,t2_bat_score,t1_bowl_score,t2_bowl_score,bat_score_diff,bowl_score_diff,matchup_diff,toss_winner_is_team1,t1_season_match_num,t2_season_match_num,target
2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,33.027882009421546,0.1091,0.6,0.5,0.0,1.0,216.937,212.36,2.694,3.061,4.577,-0.367,-24.877,0,2,1,1
2014-04-23,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,29.48839874387568,0.087,0.5,0.6,0.6154,0.5,280.53,208.999,2.599,3.598,71.531,-0.999,26.369,0,2,2,1
2014-04-24,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,-50.41812929496177,-0.2542,0.4,0.5,0.5,0.5,184.689,219.227,2.717,2.873,-34.538,-0.156,0.168,0,2,2,1
2014-04-25,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,-61.1534533416293,-0.374,0.2,0.5,0.0,1.0,170.865,211.413,2.08,2.9,-40.548,-0.82,-3.057,0,3,2,0
2014-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,26.49096594003504,0.0702,0.5,0.6,0.4,1.0,277.62,202.539,2.68,2.484,75.081,0.196,9.416,0,3,2,1
2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,-17.821881208829836,-0.0318,0.5,0.5,0.4545,1.0,201.083,256.429,3.637,2.839,-55.346,0.798,-51.471,1,3,3,1
2014-04-26,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,43.17991406204783,0.1865,0.7,0.5,0.4545,1.0,238.286,209.495,2.986,2.642,28.791,0.344,18.998,0,3,3,1
2014-04-27,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,-104.16196559728564,-1.085,0.1,0.5,0.5,0.0,182.289,210.045,1.923,2.458,-27.756,-0.535,-8.031,0,4,3,1
2014-04-27,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,72.246799939541,0.522,0.6,0.5,1.0,0.5,279.663,202.945,2.676,2.797,76.718,-0.121,17.689,0,4,3,1
2014-04-28,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,51.78318869877489,0.2681,0.8,0.5,0.5833,0.5,234.522,295.705,3.317,2.917,-61.183,0.4,9.19,1,4,4,1
2014-04-30,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,12.940828368149823,0.0167,0.4,0.4,0.5,0.0,174.469,201.12,2.614,2.996,-26.651,-0.382,4.606,1,4,4,0
2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,92.0125224549331,0.8466,0.6,0.5,0.6667,0.5,276.354,206.947,2.647,2.873,69.407,-0.226,20.501,1,5,4,1
2014-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,-85.1115959417773,-0.7244,0.2,0.5,0.5,0.4242,163.929,193.601,1.957,4.557,-29.672,-2.6,-17.307,0,5,4,0
2014-05-03,Kings XI Punjab,Mumbai Indians,Mumbai Indians,83.72128162119861,0.7009,0.8,0.3,0.5833,0.4,216.857,172.293,3.409,2.856,44.564,0.553,-2.991,1,5,5,0
2014-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,-8.020901716102344,-0.0064,0.4,0.5,1.0,0.5588,270.87,206.12,2.755,3.199,64.75,-0.444,44.182,1,5,5,1
2014-05-05,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,-48.56183062962532,-0.2358,0.4,0.5,0.5455,0.0,193.52,221.456,2.654,4.305,-27.936,-1.651,-1.322,1,5,5,0
2014-05-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,170.59039602208327,2.9101,0.7,0.2,0.6923,0.8,267.513,189.574,2.767,1.879,77.939,0.888,2.479,1,6,6,1
2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,-5.094088084288842,-0.0026,0.3,0.5,0.5,0.6552,187.968,248.19,2.636,2.74,-60.222,-0.104,-9.554,0,6,6,1
2014-05-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,-53.39861885730238,-0.2851,0.2,0.4,0.5,0.4,198.964,199.743,1.755,2.902,-0.779,-1.147,15.958,1,7,6,0
2014-05-07,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,47.6822754220525,0.2274,0.7,0.8,0.6667,0.5,272.661,216.707,2.615,2.99,55.954,-0.375,-20.988,1,7,6,0
2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,52.53731588700748,0.276,0.5,0.4,0.75,0.8,225.194,196.214,4.579,2.984,28.98,1.595,5.636,1,6,6,0
2014-05-09,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,74.12233400364971,0.5494,0.9,0.4,0.6154,0.6,243.915,260.382,3.087,2.247,-16.467,0.84,-16.532,0,7,7,1
2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,-101.50088861787616,-1.0302,0.2,0.5,0.0,0.3889,197.158,196.47,1.737,3.32,0.688,-1.583,-13.133,0,8,7,0
2014-05-10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,66.66940013100748,0.4445,0.7,0.4,0.4375,0.3333,257.142,182.983,2.002,2.531,74.159,-0.529,2.696,1,8,7,1
2014-05-11,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,41.07388929782405,0.1687,0.5,0.4,0.5,0.5,217.019,256.357,4.28,2.625,-39.338,1.655,-15.545,0,7,8,1
2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,99.87130778979304,0.9974,0.9,0.4,0.5,0.5,231.137,196.401,3.008,2.26,34.736,0.748,5.735,0,8,7,0
2014-05-12,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,-7.733008184538676,-0.006,0.4,0.5,0.3333,0.6667,202.773,183.904,2.334,3.406,18.869,-1.072,5.912,0,8,8,1
2014-05-13,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,58.9631049867055,0.3477,0.7,0.6,0.6429,1.0,278.981,209.14,2.367,4.372,69.841,-2.005,-0.061,0,9,8,1
2014-05-13,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,-78.43221626805212,-0.6152,0.2,0.4,0.4545,0.6667,219.282,263.583,1.275,2.075,-44.301,-0.8,19.232,1,9,9,0
2014-05-14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,-23.056140415571235,-0.0532,0.4,0.4,0.2308,1.0,197.191,230.645,2.514,2.115,-33.454,0.399,23.372,1,8,9,1
2014-05-14,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,61.87118162641832,0.3828,0.8,0.4,0.3333,0.75,234.08,183.264,3.252,3.226,50.816,0.026,34.577,1,9,9,1
2014-05-15,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,-143.45682821386913,-2.058,0.2,0.5,0.4615,1.0,208.216,188.687,1.421,4.581,19.529,-3.16,-19.561,1,10,9,0
2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,125.49661333996414,1.5749,0.8,0.4,0.5714,1.0,242.427,226.314,2.439,2.188,16.113,0.251,14.626,1,10,10,0
2014-05-18,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,24.294556682588563,0.059,0.5,0.4,0.5,0.6667,206.214,201.532,2.386,3.148,4.682,-0.762,12.879,0,9,10,1
2014-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,-27.894812869378484,-0.0778,0.3,0.6,0.5833,0.5,250.872,213.637,1.822,3.69,37.235,-1.868,-17.94,1,10,10,1
2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,-200.05755318775005,-4.0023,0.2,0.8,0.4167,0.3784,202.63,268.512,1.744,2.88,-65.882,-1.136,205.556,0,11,10,0
2014-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,25.49345713816774,0.065,0.4,0.4,1.0,0.3333,211.778,195.245,2.137,2.851,16.533,-0.714,51.256,1,11,11,0
2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,62.95445812114258,0.3963,0.8,0.6,0.6923,0.6667,256.634,217.117,2.323,2.45,39.517,-0.127,-3.426,0,11,10,0
2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,59.0454610077436,0.3486,0.8,0.4,0.5385,0.5357,268.169,258.076,3.188,2.397,10.093,0.791,-1.488,0,11,11,0
2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,56.38116174118227,0.3179,0.6,0.3,0.5385,0.6,226.59,198.651,2.141,1.935,27.939,0.206,-0.993,0,11,12,1
2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,81.75950247102196,0.6685,0.7,0.5,1.0,0.6667,262.319,201.607,2.298,2.946,60.712,-0.648,18.02,0,12,12,0
2014-05-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,-170.8194849226261,-2.9179,0.1,0.5,0.5385,0.25,176.493,276.904,2.09,2.397,-100.411,-0.307,16.874,1,12,12,0
2014-05-23,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,45.03727961523555,0.2028,0.7,0.5,0.3333,0.5172,240.314,222.122,3.233,4.633,18.192,-1.4,14.24,0,12,11,1
2014-05-24,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,80.82971554670303,0.6533,0.6,0.3,0.5333,0.4,245.836,207.912,2.312,2.116,37.924,0.196,10.432,1,13,13,1
2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,46.33658789721767,0.2147,0.7,0.5,0.6667,0.6111,236.182,194.507,2.263,2.633,41.675,-0.37,0.431,1,12,13,1
2014-05-25,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,-216.96960202437023,-4.7076,0.1,0.7,0.3846,0.5,191.943,288.276,2.172,3.654,-96.333,-1.482,10.877,0,13,13,0
2014-05-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,38.522902073257,0.1484,0.6,0.5,0.6154,0.6562,259.625,191.978,2.239,4.49,67.647,-2.251,9.538,1,13,12,1
2014-05-27,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,16.023411672581688,0.0257,0.7,0.7,0.4615,0.4,290.181,233.676,3.537,2.4,56.505,1.137,-15.364,1,14,13,0
2014-05-28,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,8.277590027902079,0.0069,0.6,0.7,0.4706,0.5,235.327,266.529,2.465,1.749,-31.202,0.716,14.899,1,14,14,1
2014-05-30,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,11.89779880517517,0.0142,0.6,0.6,0.6154,0.4286,245.507,236.283,2.477,3.531,9.224,-1.054,-31.988,1,15,15,0
2014-06-01,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,1.2122293572776923,0.0001,0.7,0.8,0.4286,0.6667,259.034,237.906,3.099,2.443,21.128,0.656,-1.644,0,16,14,0
2015-04-08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,35.7200741241561,0.1276,0.9,0.7,0.2857,0.6316,233.904,205.79,2.231,1.858,28.114,0.373,29.059,1,0,0,1
2015-04-09,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,148.55685385735092,2.2069,0.5,0.1,0.7143,0.6923,238.478,209.816,2.686,2.76,28.662,-0.074,13.087,0,0,0,1
2015-04-10,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,51.73537633308297,0.2677,0.6,0.5,0.3846,0.5,260.245,192.678,2.38,3.872,67.567,-1.492,70.752,1,0,0,0
2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,56.948564985922985,0.3243,0.5,0.5,0.75,0.7,227.813,215.624,2.68,3.167,12.189,-0.487,19.508,1,1,0,1
2015-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,104.62635229639318,1.0947,1.0,0.3,0.5714,0.641,272.085,219.224,2.173,2.113,52.861,0.06,21.489,0,1,0,0
2015-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,-123.35300635067006,-1.5216,0.0,0.5,0.4286,0.3684,180.308,233.81,2.71,3.877,-53.502,-1.167,-27.808,0,1,1,0
2015-04-12,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,13.396533305101457,0.0179,0.5,0.6,0.5,0.4286,229.387,252.648,2.986,2.161,-23.261,0.825,5.078,0,1,1,1
2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,7.2807263449003585,0.0053,0.4,0.4,0.6667,0.5385,197.455,259.327,1.91,3.268,-61.872,-1.358,6.184,0,1,1,0
2015-04-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,-16.488732629425613,-0.0272,0.5,0.5,0.6429,1.0,266.793,268.498,2.103,3.517,-1.705,-1.414,24.539,1,2,2,0
2015-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,-165.63829119522595,-2.7436,0.0,0.6,0.3571,0.5,215.663,224.092,2.616,2.803,-8.429,-0.187,-42.04,0,2,2,1
2015-04-16,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,35.03366692434338,0.1227,0.5,0.5,0.6,0.5,257.774,257.952,3.691,3.656,-0.178,0.035,14.67,1,3,2,1
2015-04-17,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,74.23360980042116,0.5511,0.6,0.5,0.5,0.375,231.094,312.407,2.635,1.888,-81.313,0.747,-1.394,0,2,3,1
2015-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,-36.11239523027439,-0.1304,0.5,0.9,0.4,0.0,226.602,249.546,2.696,2.044,-22.944,0.652,12.111,0,3,2,0
2015-04-18,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,-87.30806191362308,-0.7623,0.1,0.4,0.0,0.5,211.655,242.309,2.388,3.267,-30.654,-0.879,-18.498,1,3,3,1
2015-04-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,29.53308118602922,0.0872,0.6,0.6,0.6667,0.0,243.55,276.338,2.599,3.894,-32.788,-1.295,-4.58,1,3,4,0
2015-04-19,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,2.125276303663668,0.0005,0.4,0.3,0.5333,0.6667,268.193,222.423,2.128,2.342,45.77,-0.214,8.501,0,4,2,1
2015-04-20,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,-156.43314561317698,-2.4471,0.2,0.9,0.4615,0.359,235.465,255.72,2.438,2.108,-20.255,0.33,-1.237,0,4,3,0
2015-04-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,112.10735072940042,1.2568,0.9,0.3,0.75,0.5,253.169,232.608,2.468,2.802,20.561,-0.334,10.364,1,4,4,0
2015-04-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,97.19294623652058,0.9446,0.5,0.3,0.5625,0.5,246.707,276.683,2.548,3.373,-29.976,-0.825,-6.091,0,4,3,1
2015-04-23,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,-85.27948970023294,-0.7273,0.2,0.5,0.5,0.35,211.897,302.172,2.732,1.922,-90.275,0.81,-18.434,0,5,5,1
2015-04-24,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,108.21688320397745,1.1711,0.6,0.3,0.5385,0.7,279.874,257.673,3.78,2.605,22.201,1.175,1.851,0,5,4,0
2015-04-25,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,-10.963210980394706,-0.012,0.4,0.4,0.5,0.6286,260.716,245.863,2.06,2.622,14.853,-0.562,5.169,1,6,5,1
2015-04-25,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,59.38992513807239,0.3527,0.6,0.4,0.5714,0.7073,246.187,228.877,2.561,2.97,17.31,-0.409,-4.833,1,5,4,1
2015-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,-45.99874385646535,-0.2116,0.3,0.4,0.4167,0.3659,230.714,270.584,2.949,2.52,-39.87,0.429,-0.532,0,6,5,0
2015-04-27,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,27.249137906066608,0.0743,0.4,0.4,0.5,0.5484,224.189,243.704,2.665,2.946,-19.515,-0.281,-26.362,1,5,6,0
2015-04-28,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,20.083669345869797,0.0403,0.7,0.8,0.6429,0.7143,244.663,276.64,2.702,2.152,-31.977,0.55,12.313,0,6,5,1
2015-04-30,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,46.466917203257935,0.2159,0.8,0.7,0.6667,0.5714,258.997,266.314,2.755,2.025,-7.317,0.73,15.418,0,7,6,0
2015-05-01,Mumbai Indians,Rajasthan Royals,Mumbai Indians,-52.78270969990968,-0.2786,0.4,0.6,0.6,0.6389,244.111,242.716,2.419,3.722,1.395,-1.303,-8.133,0,7,6,1
2015-05-01,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,-71.37373919923857,-0.5094,0.3,0.3,0.4,0.3571,219.636,275.964,3.221,3.108,-56.328,0.113,-19.673,1,7,6,1
2015-05-02,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,81.39207164096274,0.6625,0.7,0.4,0.5333,0.5,244.89,269.101,2.219,2.673,-24.211,-0.454,-8.908,0,7,6,0
2015-05-02,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,92.13342819151922,0.8489,0.7,0.5,0.8,1.0,253.399,243.683,2.671,3.09,9.716,-0.419,5.173,1,8,7,0
2015-05-03,Kings XI Punjab,Mumbai Indians,Mumbai Indians,-38.71356768341366,-0.1499,0.2,0.4,0.5333,0.5312,215.209,248.917,2.381,2.533,-33.708,-0.152,4.331,0,7,8,0
2015-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,-96.97618743883436,-0.9404,0.4,0.5,0.4,0.0,247.279,263.238,3.259,3.584,-15.959,-0.325,5.182,1,8,7,0
2015-05-04,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,61.287467294539965,0.3756,0.6,0.4,0.5882,0.7209,253.666,236.125,2.736,2.79,17.541,-0.054,3.013,1,9,7,1
2015-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,42.54023325392177,0.181,0.6,0.5,0.6,0.6341,251.748,234.616,2.408,2.523,17.132,-0.115,-1.58,0,8,8,1
2015-05-05,Delhi Daredevils,Mumbai Indians,Mumbai Indians,-99.05202225049288,-0.9811,0.4,0.4,0.5333,0.2,225.722,258.072,3.402,2.09,-32.35,1.312,-5.845,1,9,9,0
2015-05-06,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,-33.88743747258172,-0.1148,0.2,0.4,0.6429,0.5714,205.824,250.462,2.36,2.941,-44.638,-0.581,-12.715,1,8,8,0
2015-05-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,-150.24651313316622,-2.2574,0.4,0.6,0.4286,0.25,234.117,253.28,2.994,2.51,-19.163,0.484,-13.357,0,10,9,0
2015-05-07,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,44.35347874101512,0.1967,0.6,0.4,0.6667,0.5,259.037,240.668,3.684,2.789,18.369,0.895,19.401,1,8,9,0
2015-05-08,Chennai Super Kings,Mumbai Indians,Mumbai Indians,44.56643979236719,0.1986,0.7,0.5,0.5263,0.7273,253.872,245.289,2.782,2.044,8.583,0.738,26.413,1,10,10,0
2015-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,-125.62329775321972,-1.5781,0.1,0.6,0.375,0.3333,200.085,230.227,1.993,2.551,-30.142,-0.558,3.05,1,9,10,0
2015-05-09,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,-107.19210817460952,-1.149,0.4,0.5,0.2,1.0,222.747,241.463,3.297,2.924,-18.716,0.373,24.643,0,11,10,0
2015-05-10,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,42.97966109727463,0.1847,0.6,0.5,0.5625,0.6579,244.518,271.817,2.186,3.237,-27.299,-1.051,-0.685,0,11,9,0
2015-05-10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,36.36576996602889,0.1322,0.6,0.6,0.625,0.7111,259.476,263.724,2.637,3.579,-4.248,-0.942,-11.486,1,11,9,1
2015-05-11,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,-84.9353369317987,-0.7214,0.1,0.6,0.4,0.8,197.766,257.997,3.003,3.242,-60.231,-0.239,-3.624,0,10,11,0
2015-05-12,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,178.70883308280145,3.1937,0.6,0.4,0.7333,0.5,256.419,227.709,2.438,2.811,28.71,-0.373,10.309,1,12,12,0
2015-05-13,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,-94.67987050193165,-0.8964,0.1,0.6,0.6,0.5152,195.242,292.301,2.745,3.249,-97.059,-0.504,-16.871,0,11,10,1
2015-05-14,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,48.3492892359136,0.2338,0.6,0.6,0.3333,0.25,250.659,263.521,2.542,1.934,-12.862,0.608,28.225,1,11,12,0
2015-05-15,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,-29.26709319636643,-0.0857,0.5,0.6,0.5,0.25,255.008,247.617,2.964,3.06,7.391,-0.096,-21.916,0,11,12,1
2015-05-16,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,52.6017791351785,0.2767,0.6,0.6,0.5,0.0,268.491,276.856,2.513,3.874,-8.365,-1.361,-34.976,0,12,10,0
2015-05-16,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,109.1205917844245,1.1907,0.5,0.1,0.6,0.6667,251.439,191.596,2.641,2.861,59.843,-0.22,10.313,0,13,12,1
2015-05-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,31.102118332197502,0.0967,0.7,0.6,0.6,0.75,280.481,257.253,1.962,3.4,23.228,-1.438,-7.674,0,13,13,1
2015-05-19,Chennai Super Kings,Mumbai Indians,Mumbai Indians,1.686898155891413,0.0003,0.6,0.8,0.5,0.4444,224.963,282.669,2.62,2.225,-57.706,0.395,-3.618,0,14,14,0
2015-05-20,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,9.995655997695168,0.01,0.6,0.6,0.5,1.0,265.326,267.665,3.987,3.275,-2.339,0.712,8.664,0,11,12,0
2015-05-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,15.982453883798144,0.0255,0.5,0.7,0.6111,0.5,207.29,266.154,2.594,3.501,-58.864,-0.907,-1.853,1,15,13,1
2015-05-24,Chennai Super Kings,Mumbai Indians,Mumbai Indians,-13.092611620057596,-0.0171,0.5,0.8,0.4762,0.5,207.213,275.289,2.822,2.261,-68.076,0.561,-7.475,1,16,15,0
2016-04-09,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,63.17308376389565,0.3991,0.9,0.5,0.5,0.6585,253.045,230.234,2.146,3.735,22.811,-1.589,30.476,1,0,0,0
2016-04-10,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,-93.19423040454784,-0.8685,0.4,0.5,0.4,0.2,206.572,260.407,2.894,2.472,-53.835,0.422,18.325,0,0,0,0
2016-04-11,Gujarat Lions,Kings XI Punjab,Gujarat Lions,44.94783262549004,0.202,0.5,0.1,0.5,0.5,201.104,202.682,2.366,1.951,-1.578,0.415,14.594,1,0,0,1
2016-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,10.41760413181214,0.0109,0.7,0.6,0.6,0.5227,262.962,244.436,2.699,3.4,18.526,-0.701,-13.737,0,0,0,1
2016-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-1.0914148868621396,-0.0001,0.5,0.8,0.3125,0.6667,289.061,210.634,3.01,1.76,78.427,1.25,7.308,0,1,1,0
2016-04-14,Gujarat Lions,Rising Pune Supergiants,Gujarat Lions,-4.319034013280543,-0.0019,1.0,1.0,0.5,0.5,219.156,236.684,2.429,4.076,-17.528,-1.647,-6.972,0,1,1,1
2016-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,-11.14828583730332,-0.0124,0.3,0.1,0.4375,0.3721,214.04,217.005,2.921,1.907,-2.965,1.014,-17.446,1,1,1,1
2016-04-16,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,40.91505982000558,0.1674,0.5,0.5,0.6667,0.75,250.312,272.701,2.427,3.086,-22.389,-0.659,8.628,0,2,1,1
2016-04-16,Gujarat Lions,Mumbai Indians,Gujarat Lions,-34.23833645352374,-0.1172,1.0,0.8,0.5,0.5,208.92,272.625,2.299,1.726,-63.705,0.573,16.088,1,2,2,1
2016-04-17,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,-82.11689939758435,-0.6743,0.4,0.7,0.3846,0.5,195.305,285.777,2.366,2.816,-90.472,-0.45,-22.677,1,2,1,1
2016-04-17,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,-73.93961490275888,-0.5467,0.1,0.5,0.5,0.0,229.477,250.57,1.7,3.703,-21.093,-2.003,28.597,0,2,2,1
2016-04-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,66.90222136170837,0.4476,0.7,0.5,0.6667,0.8,260.25,268.909,2.117,2.859,-8.659,-0.742,-12.38,0,3,2,0
2016-04-19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,-98.62717705173144,-0.9727,0.2,0.6,0.3529,0.5,226.511,245.272,1.7,2.412,-18.761,-0.712,25.915,0,3,3,0
2016-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,17.550672460072747,0.0308,0.6,0.6,0.5294,0.6279,286.416,266.855,2.04,2.732,19.561,-0.692,-24.118,1,4,2,1
2016-04-21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,46.75126345770877,0.2186,1.0,0.5,0.5,1.0,185.53,256.767,2.758,2.983,-71.237,-0.225,-9.368,0,3,3,0
2016-04-22,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,-12.320326692125718,-0.0152,0.3333,0.5,0.5,0.5,255.442,278.468,3.868,2.583,-23.026,1.285,-29.75,1,3,3,0
2016-04-23,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,-78.46366000773264,-0.6157,0.4,0.6,0.5,0.3864,198.623,289.851,2.961,2.212,-91.228,0.749,-6.686,0,3,5,1
2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,-75.65910913530797,-0.5724,0.2,0.5,0.3333,0.6667,211.648,268.512,1.645,3.092,-56.864,-1.447,-14.647,0,4,4,0
2016-04-24,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,14.642800177765594,0.0214,0.75,0.6,0.5,0.5,186.655,277.357,2.67,2.774,-90.702,-0.104,-3.525,0,4,4,1
2016-04-24,Kolkata Knight Riders,Rising Pune Supergiants,Kolkata Knight Riders,82.19100323749353,0.6755,0.6,0.25,0.5,1.0,234.0,247.186,2.315,4.015,-13.186,-1.7,-32.597,1,4,4,1
2016-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,-100.54569958794582,-1.0109,0.2,0.6,0.5,0.3333,196.291,287.322,1.901,2.048,-91.031,-0.147,29.592,1,5,6,0
